model_name,total_params,active_params,input_embedding_params,status
laion/CLIP-ViT-g-14-laion2B-s34B-b88K,,,,"error: Unrecognized model in laion/CLIP-ViT-g-14-laion2B-s34B-b88K. Should have a `model_type` key in its config.json, or contain one of the following strings in its name: albert, align, altclip, audio-spectrogram-transformer, autoformer, bark, bart, beit, bert, bert-generation, big_bird, bigbird_pegasus, biogpt, bit, blenderbot, blenderbot-small, blip, blip-2, bloom, bridgetower, bros, camembert, canine, chameleon, chinese_clip, chinese_clip_vision_model, clap, clip, clip_text_model, clip_vision_model, clipseg, clvp, code_llama, codegen, cohere, conditional_detr, convbert, convnext, convnextv2, cpmant, ctrl, cvt, dac, data2vec-audio, data2vec-text, data2vec-vision, dbrx, deberta, deberta-v2, decision_transformer, deformable_detr, deit, depth_anything, deta, detr, dinat, dinov2, distilbert, donut-swin, dpr, dpt, efficientformer, efficientnet, electra, encodec, encoder-decoder, ernie, ernie_m, esm, falcon, falcon_mamba, fastspeech2_conformer, flaubert, flava, fnet, focalnet, fsmt, funnel, fuyu, gemma, gemma2, git, glm, glpn, gpt-sw3, gpt2, gpt_bigcode, gpt_neo, gpt_neox, gpt_neox_japanese, gptj, gptsan-japanese, granite, granitemoe, graphormer, grounding-dino, groupvit, hiera, hubert, ibert, idefics, idefics2, idefics3, ijepa, imagegpt, informer, instructblip, instructblipvideo, jamba, jetmoe, jukebox, kosmos-2, layoutlm, layoutlmv2, layoutlmv3, led, levit, lilt, llama, llava, llava_next, llava_next_video, llava_onevision, longformer, longt5, luke, lxmert, m2m_100, mamba, mamba2, marian, markuplm, mask2former, maskformer, maskformer-swin, mbart, mctct, mega, megatron-bert, mgp-str, mimi, mistral, mixtral, mllama, mobilebert, mobilenet_v1, mobilenet_v2, mobilevit, mobilevitv2, moshi, mpnet, mpt, mra, mt5, musicgen, musicgen_melody, mvp, nat, nemotron, nezha, nllb-moe, nougat, nystromformer, olmo, olmo2, olmoe, omdet-turbo, oneformer, open-llama, openai-gpt, opt, owlv2, owlvit, paligemma, patchtsmixer, patchtst, pegasus, pegasus_x, perceiver, persimmon, phi, phi3, phimoe, pix2struct, pixtral, plbart, poolformer, pop2piano, prophetnet, pvt, pvt_v2, qdqbert, qwen2, qwen2_audio, qwen2_audio_encoder, qwen2_moe, qwen2_vl, rag, realm, recurrent_gemma, reformer, regnet, rembert, resnet, retribert, roberta, roberta-prelayernorm, roc_bert, roformer, rt_detr, rt_detr_resnet, rwkv, sam, seamless_m4t, seamless_m4t_v2, segformer, seggpt, sew, sew-d, siglip, siglip_vision_model, speech-encoder-decoder, speech_to_text, speech_to_text_2, speecht5, splinter, squeezebert, stablelm, starcoder2, superpoint, swiftformer, swin, swin2sr, swinv2, switch_transformers, t5, table-transformer, tapas, time_series_transformer, timesformer, timm_backbone, trajectory_transformer, transfo-xl, trocr, tvlt, tvp, udop, umt5, unispeech, unispeech-sat, univnet, upernet, van, video_llava, videomae, vilt, vipllava, vision-encoder-decoder, vision-text-dual-encoder, visual_bert, vit, vit_hybrid, vit_mae, vit_msn, vitdet, vitmatte, vits, vivit, wav2vec2, wav2vec2-bert, wav2vec2-conformer, wavlm, whisper, xclip, xglm, xlm, xlm-prophetnet, xlm-roberta, xlm-roberta-xl, xlnet, xmod, yolos, yoso, zamba, zoedepth"
lier007/xiaobu-embedding,325522432,303887360,21635072,success
lier007/xiaobu-embedding-v2,325522432,303887360,21635072,success
lightonai/GTE-ModernColBERT-v1,,,,"error: The checkpoint you are trying to load has model type `modernbert` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
llamaindex/vdr-2b-multi-v1,1543714304,1310340608,233373696,success
llmrails/ember-v1,335141888,303887360,31254528,success
m3hrdadfi/bert-zwnj-wnli-mean-tokens,118297344,86041344,32256000,success
m3hrdadfi/roberta-zwnj-wnli-mean-tokens,118298112,86042112,32256000,success
malenia1/ternary-weight-embedding,,,,error: This modeling file requires the following packages that were not found in your environment: bitblas. Run `pip install bitblas`
manu/bge-m3-custom-fr,567754752,311752704,256002048,success
manu/sentence_croissant_alpha_v0.2,1279887360,1214351360,65536000,success
manu/sentence_croissant_alpha_v0.3,1279887360,1214351360,65536000,success
manu/sentence_croissant_alpha_v0.4,1279887360,1214351360,65536000,success
manveertamber/cadet-embed-base-v1,109482240,86041344,23440896,success
meta-llama/Llama-2-7b-chat-hf,6738415616,6607343616,131072000,success
meta-llama/Llama-2-7b-hf,6738415616,6607343616,131072000,success
microsoft/LLM2CLIP-Openai-B-16,360552193,360552193,,success
microsoft/LLM2CLIP-Openai-L-14-224,,,,error: This modeling file requires the following packages that were not found in your environment: configuration_clip. Run `pip install configuration_clip`
microsoft/LLM2CLIP-Openai-L-14-336,578587905,578587905,,success
minishlab/M2V_base_glove,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/M2V_base_glove_subword,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/M2V_base_output,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/M2V_multilingual_output,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/potion-base-2M,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/potion-base-4M,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/potion-base-8M,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
minishlab/potion-multilingual-128M,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
mistralai/Mistral-7B-Instruct-v0.2,7241732096,,,skipped: too large for BF16 (~7.24B > 6.5B)
mixedbread-ai/mxbai-embed-2d-large-v1,335141888,303887360,31254528,success
mixedbread-ai/mxbai-embed-large-v1,335141888,303887360,31254528,success
mixedbread-ai/mxbai-embed-xsmall-v1,24089472,12369024,11720448,success
moka-ai/m3e-base,102267648,86041344,16226304,success
moka-ai/m3e-large,325522432,303887360,21635072,success
moka-ai/m3e-small,23953920,13136384,10817536,success
myrkur/sentence-transformer-parsbert-fa,162841344,86041344,76800000,success
nomic-ai/colnomic-embed-multimodal-3b,,,,"error: The checkpoint you are trying to load has model type `qwen2_5_vl` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
nomic-ai/colnomic-embed-multimodal-7b,,,,"error: The checkpoint you are trying to load has model type `qwen2_5_vl` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
nomic-ai/modernbert-embed-base,,,,"error: The checkpoint you are trying to load has model type `modernbert` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
nomic-ai/nomic-embed-text-v1,136731648,136731648,,success
nomic-ai/nomic-embed-text-v1-ablated,136731648,136731648,,success
nomic-ai/nomic-embed-text-v1-unsupervised,136731648,136731648,,success
nomic-ai/nomic-embed-text-v1.5,136731648,136731648,,success
nomic-ai/nomic-embed-text-v2-moe,475292928,475292928,,success
nomic-ai/nomic-embed-vision-v1.5,92946688,92946688,,success
nvidia/NV-Embed-v1,,,,skipped: too large for F16 (~7.24B > 6.5B)
nvidia/NV-Embed-v2,7851016192,,,skipped: too large for F16 (~7.85B > 6.5B)
nvidia/llama-embed-nemotron-8b,7504924672,,,skipped: too large for BF16 (~7.50B > 6.5B)
nvidia/llama-nemoretriever-colembed-1b-v1,,,,error: This modeling file requires the following packages that were not found in your environment: flash_attn. Run `pip install flash_attn`
nvidia/llama-nemoretriever-colembed-3b-v1,,,,error: This modeling file requires the following packages that were not found in your environment: flash_attn. Run `pip install flash_attn`
nyu-visionx/moco-v3-vit-b,,,,error: 'NoneType' object has no attribute 'get'
nyu-visionx/moco-v3-vit-l,,,,error: 'NoneType' object has no attribute 'get'
omarelshehy/arabic-english-sts-matryoshka,559890432,303888384,256002048,success
openai/clip-vit-base-patch16,149620737,149620737,,success
openai/clip-vit-base-patch32,151277313,151277313,,success
openai/clip-vit-large-patch14,427616513,427616513,,success
openai/text-embedding-3-large,,,,proprietary
openai/text-embedding-3-large (embed_dim=512),,,,proprietary
openai/text-embedding-3-small,,,,proprietary
openai/text-embedding-3-small (embed_dim=512),,,,proprietary
openai/text-embedding-ada-002,,,,proprietary
openbmb/MiniCPM-Embedding,2724880896,2442057984,282822912,success
opensearch-project/opensearch-neural-sparse-encoding-doc-v1,109482240,86041344,23440896,success
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,66362880,42921984,23440896,success
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-mini,22713216,10992768,11720448,success
opensearch-project/opensearch-neural-sparse-encoding-doc-v3-distill,66362880,42921984,23440896,success
opensearch-project/opensearch-neural-sparse-encoding-doc-v3-gte,136771584,113330688,23440896,success
panalexeu/xlm-roberta-ua-distilled,278043648,86042112,192001536,success
prdev/mini-gte,66362880,42921984,23440896,success
rasgaard/m2v-dfm-large,,,,"error: The checkpoint you are trying to load has model type `model2vec` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date."
richinfoai/ritrieve_zh_v1,325522432,303887360,21635072,success
royokong/e5-v,8355276800,,,skipped: too large for F16 (~8.36B > 6.5B)
samaya-ai/RepLLaMA-reproduced,,,,"error: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Llama-2-7b-hf.
401 Client Error. (Request ID: Root=1-695923b3-6ff464996a86ffd17737583c;0fe96f94-8d3b-4d41-b296-8c91adb6e126)

Cannot access gated repo for url https://huggingface.co/meta-llama/Llama-2-7b-hf/resolve/main/config.json.
Access to model meta-llama/Llama-2-7b-hf is restricted. You must have access to it and be authenticated to access it. Please log in."
samaya-ai/promptriever-llama2-7b-v1,,,,"error: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Llama-2-7b-hf.
401 Client Error. (Request ID: Root=1-695923b4-7de4120b71750a7410e7c344;ca8c0bf2-a6e1-4815-9bde-ec1fcdcff34c)

Cannot access gated repo for url https://huggingface.co/meta-llama/Llama-2-7b-hf/resolve/main/config.json.
Access to model meta-llama/Llama-2-7b-hf is restricted. You must have access to it and be authenticated to access it. Please log in."
samaya-ai/promptriever-llama3.1-8b-instruct-v1,,,,"error: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct.
401 Client Error. (Request ID: Root=1-695923b5-1afc93511483b2467dea9e74;95df41cb-b551-4251-a0b9-c1b5da7327e7)

Cannot access gated repo for url https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct/resolve/main/config.json.
Access to model meta-llama/Llama-3.1-8B-Instruct is restricted. You must have access to it and be authenticated to access it. Please log in."
samaya-ai/promptriever-llama3.1-8b-v1,,,,"error: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Meta-Llama-3.1-8B.
401 Client Error. (Request ID: Root=1-695923b5-0c786a7b22f605937b1071d6;4d7189af-647e-4c3e-9957-56cc5d6e5105)

Cannot access gated repo for url https://huggingface.co/meta-llama/Meta-Llama-3.1-8B/resolve/main/config.json.
Access to model meta-llama/Llama-3.1-8B is restricted. You must have access to it and be authenticated to access it. Please log in."
samaya-ai/promptriever-mistral-v0.1-7b-v1,7194546176,7063474176,131072000,success
sbintuitions/sarashina-embedding-v1-1b,1224038144,1040537344,183500800,success
sbintuitions/sarashina-embedding-v2-1b,1224038144,1040537344,183500800,success
sbunlp/fabert,124441344,86041344,38400000,success
sdadas/mmlw-e5-base,278043648,86042112,192001536,success
sdadas/mmlw-e5-large,559890432,303888384,256002048,success
sdadas/mmlw-e5-small,117653760,21639552,96014208,success
sdadas/mmlw-roberta-base,124442880,86042112,38400768,success
sdadas/mmlw-roberta-large,434961408,303888384,131073024,success
sensenova/piccolo-base-zh,102267648,86041344,16226304,success
sensenova/piccolo-large-zh-v2,,,,"error: sensenova/piccolo-large-zh-v2 does not appear to have a file named pytorch_model.bin, model.safetensors, tf_model.h5, model.ckpt or flax_model.msgpack."
sentence-transformers/LaBSE,470926848,86041344,384885504,success
sentence-transformers/all-MiniLM-L12-v2,33360000,21639552,11720448,success
sentence-transformers/all-MiniLM-L6-v2,22713216,10992768,11720448,success
sentence-transformers/all-mpnet-base-v2,109486464,86041728,23444736,success
sentence-transformers/gtr-t5-base,222903552,198229248,24674304,success
sentence-transformers/gtr-t5-large,737668096,704769024,32899072,success
sentence-transformers/gtr-t5-xl,2851598336,2818699264,32899072,success
sentence-transformers/gtr-t5-xxl,,,,skipped: model name contains 'xxl'
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,22713216,10992768,11720448,success
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,117653760,21639552,96014208,success
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,278043648,86042112,192001536,success
sentence-transformers/sentence-t5-base,222903552,198229248,24674304,success
sentence-transformers/sentence-t5-large,737668096,704769024,32899072,success
sentence-transformers/sentence-t5-xl,2851598336,2818699264,32899072,success
sentence-transformers/sentence-t5-xxl,,,,skipped: model name contains 'xxl'
sentence-transformers/static-similarity-mrl-multilingual-v1,,,,"error: Unrecognized model in sentence-transformers/static-similarity-mrl-multilingual-v1. Should have a `model_type` key in its config.json, or contain one of the following strings in its name: albert, align, altclip, audio-spectrogram-transformer, autoformer, bark, bart, beit, bert, bert-generation, big_bird, bigbird_pegasus, biogpt, bit, blenderbot, blenderbot-small, blip, blip-2, bloom, bridgetower, bros, camembert, canine, chameleon, chinese_clip, chinese_clip_vision_model, clap, clip, clip_text_model, clip_vision_model, clipseg, clvp, code_llama, codegen, cohere, conditional_detr, convbert, convnext, convnextv2, cpmant, ctrl, cvt, dac, data2vec-audio, data2vec-text, data2vec-vision, dbrx, deberta, deberta-v2, decision_transformer, deformable_detr, deit, depth_anything, deta, detr, dinat, dinov2, distilbert, donut-swin, dpr, dpt, efficientformer, efficientnet, electra, encodec, encoder-decoder, ernie, ernie_m, esm, falcon, falcon_mamba, fastspeech2_conformer, flaubert, flava, fnet, focalnet, fsmt, funnel, fuyu, gemma, gemma2, git, glm, glpn, gpt-sw3, gpt2, gpt_bigcode, gpt_neo, gpt_neox, gpt_neox_japanese, gptj, gptsan-japanese, granite, granitemoe, graphormer, grounding-dino, groupvit, hiera, hubert, ibert, idefics, idefics2, idefics3, ijepa, imagegpt, informer, instructblip, instructblipvideo, jamba, jetmoe, jukebox, kosmos-2, layoutlm, layoutlmv2, layoutlmv3, led, levit, lilt, llama, llava, llava_next, llava_next_video, llava_onevision, longformer, longt5, luke, lxmert, m2m_100, mamba, mamba2, marian, markuplm, mask2former, maskformer, maskformer-swin, mbart, mctct, mega, megatron-bert, mgp-str, mimi, mistral, mixtral, mllama, mobilebert, mobilenet_v1, mobilenet_v2, mobilevit, mobilevitv2, moshi, mpnet, mpt, mra, mt5, musicgen, musicgen_melody, mvp, nat, nemotron, nezha, nllb-moe, nougat, nystromformer, olmo, olmo2, olmoe, omdet-turbo, oneformer, open-llama, openai-gpt, opt, owlv2, owlvit, paligemma, patchtsmixer, patchtst, pegasus, pegasus_x, perceiver, persimmon, phi, phi3, phimoe, pix2struct, pixtral, plbart, poolformer, pop2piano, prophetnet, pvt, pvt_v2, qdqbert, qwen2, qwen2_audio, qwen2_audio_encoder, qwen2_moe, qwen2_vl, rag, realm, recurrent_gemma, reformer, regnet, rembert, resnet, retribert, roberta, roberta-prelayernorm, roc_bert, roformer, rt_detr, rt_detr_resnet, rwkv, sam, seamless_m4t, seamless_m4t_v2, segformer, seggpt, sew, sew-d, siglip, siglip_vision_model, speech-encoder-decoder, speech_to_text, speech_to_text_2, speecht5, splinter, squeezebert, stablelm, starcoder2, superpoint, swiftformer, swin, swin2sr, swinv2, switch_transformers, t5, table-transformer, tapas, time_series_transformer, timesformer, timm_backbone, trajectory_transformer, transfo-xl, trocr, tvlt, tvp, udop, umt5, unispeech, unispeech-sat, univnet, upernet, van, video_llava, videomae, vilt, vipllava, vision-encoder-decoder, vision-text-dual-encoder, visual_bert, vit, vit_hybrid, vit_mae, vit_msn, vitdet, vitmatte, vits, vivit, wav2vec2, wav2vec2-bert, wav2vec2-conformer, wavlm, whisper, xclip, xglm, xlm, xlm-prophetnet, xlm-roberta, xlm-roberta-xl, xlnet, xmod, yolos, yoso, zamba, zoedepth"
sergeyzh/BERTA,128345088,86041344,42303744,success
sergeyzh/LaBSE-ru-turbo,128345088,86041344,42303744,success
sergeyzh/rubert-mini-frida,32262504,6108168,26154336,success
sergeyzh/rubert-tiny-turbo,29193768,3039432,26154336,success
shibing624/text2vec-base-chinese,102267648,86041344,16226304,success
shibing624/text2vec-base-chinese-paraphrase,117944832,87224832,30720000,success
shibing624/text2vec-base-multilingual,117653760,21639552,96014208,success
silma-ai/silma-embeddding-matryoshka-v0.1,135193344,86041344,49152000,success
spartan8806/atles-champion-embedding,109486464,86041728,23444736,success
tencent/KaLM-Embedding-Gemma3-12B-2511,11766034176,,,skipped: too large for BF16 (~11.77B > 6.5B)
tencent/Youtu-Embedding,,,,error: cannot import name 'dynamic_rope_update' from 'transformers.modeling_rope_utils' (/usr/local/lib/python3.10/dist-packages/transformers/modeling_rope_utils.py)
thenlper/gte-base,109482240,86041344,23440896,success
thenlper/gte-base-zh,102267648,86041344,16226304,success
thenlper/gte-large,335141888,303887360,31254528,success
thenlper/gte-large-zh,325522432,303887360,21635072,success
thenlper/gte-small,33360000,21639552,11720448,success
thenlper/gte-small-zh,30258688,19441152,10817536,success
unicamp-dl/mt5-13b-mmarco-100k,11896598528,10872139776,1024458752,success
unicamp-dl/mt5-base-mmarco-v2,390315264,198229248,192086016,success
vidore/colSmol-256M,,,,error: Target modules (.*(model.text_model).*(down_proj|gate_proj|up_proj|k_proj|q_proj|v_proj|o_proj).*$|.*(custom_text_proj).*$) not found in the base model. Please check the target modules and try again.
vidore/colSmol-500M,,,,error: Target modules (.*(model.text_model).*(down_proj|gate_proj|up_proj|k_proj|q_proj|v_proj|o_proj).*$|.*(custom_text_proj).*$) not found in the base model. Please check the target modules and try again.
vidore/colpali-v1.1,,,,"error: Unrecognized configuration class <class 'transformers.models.paligemma.configuration_paligemma.PaliGemmaConfig'> for this kind of AutoModel: AutoModel.
Model type should be one of AlbertConfig, AlignConfig, AltCLIPConfig, ASTConfig, AutoformerConfig, BarkConfig, BartConfig, BeitConfig, BertConfig, BertGenerationConfig, BigBirdConfig, BigBirdPegasusConfig, BioGptConfig, BitConfig, BlenderbotConfig, BlenderbotSmallConfig, BlipConfig, Blip2Config, BloomConfig, BridgeTowerConfig, BrosConfig, CamembertConfig, CanineConfig, ChameleonConfig, ChineseCLIPConfig, ChineseCLIPVisionConfig, ClapConfig, CLIPConfig, CLIPTextConfig, CLIPVisionConfig, CLIPSegConfig, ClvpConfig, LlamaConfig, CodeGenConfig, CohereConfig, ConditionalDetrConfig, ConvBertConfig, ConvNextConfig, ConvNextV2Config, CpmAntConfig, CTRLConfig, CvtConfig, DacConfig, Data2VecAudioConfig, Data2VecTextConfig, Data2VecVisionConfig, DbrxConfig, DebertaConfig, DebertaV2Config, DecisionTransformerConfig, DeformableDetrConfig, DeiTConfig, DetaConfig, DetrConfig, DinatConfig, Dinov2Config, DistilBertConfig, DonutSwinConfig, DPRConfig, DPTConfig, EfficientFormerConfig, EfficientNetConfig, ElectraConfig, EncodecConfig, ErnieConfig, ErnieMConfig, EsmConfig, FalconConfig, FalconMambaConfig, FastSpeech2ConformerConfig, FlaubertConfig, FlavaConfig, FNetConfig, FocalNetConfig, FSMTConfig, FunnelConfig, GemmaConfig, Gemma2Config, GitConfig, GlmConfig, GLPNConfig, GPT2Config, GPT2Config, GPTBigCodeConfig, GPTNeoConfig, GPTNeoXConfig, GPTNeoXJapaneseConfig, GPTJConfig, GPTSanJapaneseConfig, GraniteConfig, GraniteMoeConfig, GraphormerConfig, GroundingDinoConfig, GroupViTConfig, HieraConfig, HubertConfig, IBertConfig, IdeficsConfig, Idefics2Config, Idefics3Config, IJepaConfig, ImageGPTConfig, InformerConfig, JambaConfig, JetMoeConfig, JukeboxConfig, Kosmos2Config, LayoutLMConfig, LayoutLMv2Config, LayoutLMv3Config, LEDConfig, LevitConfig, LiltConfig, LlamaConfig, LongformerConfig, LongT5Config, LukeConfig, LxmertConfig, M2M100Config, MambaConfig, Mamba2Config, MarianConfig, MarkupLMConfig, Mask2FormerConfig, MaskFormerConfig, MaskFormerSwinConfig, MBartConfig, MCTCTConfig, MegaConfig, MegatronBertConfig, MgpstrConfig, MimiConfig, MistralConfig, MixtralConfig, MobileBertConfig, MobileNetV1Config, MobileNetV2Config, MobileViTConfig, MobileViTV2Config, MoshiConfig, MPNetConfig, MptConfig, MraConfig, MT5Config, MusicgenConfig, MusicgenMelodyConfig, MvpConfig, NatConfig, NemotronConfig, NezhaConfig, NllbMoeConfig, NystromformerConfig, OlmoConfig, Olmo2Config, OlmoeConfig, OmDetTurboConfig, OneFormerConfig, OpenLlamaConfig, OpenAIGPTConfig, OPTConfig, Owlv2Config, OwlViTConfig, PatchTSMixerConfig, PatchTSTConfig, PegasusConfig, PegasusXConfig, PerceiverConfig, PersimmonConfig, PhiConfig, Phi3Config, PhimoeConfig, PixtralVisionConfig, PLBartConfig, PoolFormerConfig, ProphetNetConfig, PvtConfig, PvtV2Config, QDQBertConfig, Qwen2Config, Qwen2AudioEncoderConfig, Qwen2MoeConfig, Qwen2VLConfig, RecurrentGemmaConfig, ReformerConfig, RegNetConfig, RemBertConfig, ResNetConfig, RetriBertConfig, RobertaConfig, RobertaPreLayerNormConfig, RoCBertConfig, RoFormerConfig, RTDetrConfig, RwkvConfig, SamConfig, SeamlessM4TConfig, SeamlessM4Tv2Config, SegformerConfig, SegGptConfig, SEWConfig, SEWDConfig, SiglipConfig, SiglipVisionConfig, Speech2TextConfig, SpeechT5Config, SplinterConfig, SqueezeBertConfig, StableLmConfig, Starcoder2Config, SwiftFormerConfig, SwinConfig, Swin2SRConfig, Swinv2Config, SwitchTransformersConfig, T5Config, TableTransformerConfig, TapasConfig, TimeSeriesTransformerConfig, TimesformerConfig, TimmBackboneConfig, TrajectoryTransformerConfig, TransfoXLConfig, TvltConfig, TvpConfig, UdopConfig, UMT5Config, UniSpeechConfig, UniSpeechSatConfig, UnivNetConfig, VanConfig, VideoMAEConfig, ViltConfig, VisionTextDualEncoderConfig, VisualBertConfig, ViTConfig, ViTHybridConfig, ViTMAEConfig, ViTMSNConfig, VitDetConfig, VitsConfig, VivitConfig, Wav2Vec2Config, Wav2Vec2BertConfig, Wav2Vec2ConformerConfig, WavLMConfig, WhisperConfig, XCLIPConfig, XGLMConfig, XLMConfig, XLMProphetNetConfig, XLMRobertaConfig, XLMRobertaXLConfig, XLNetConfig, XmodConfig, YolosConfig, YosoConfig, ZambaConfig."
